release_id	title	platform	first_release_date	reception_score	lifetime_units	publisher	developer	genre	media_type	release_jp	release_na	release_eu	release_br	first_release_raw	source_url	notes
57925	Phoenix Wright: Ace Attorney Trilogy	PlayStation 4	2019-04-09	65.0		Capcom	Capcom	Visual novel	Blu-ray		2019-04-09	2019-04-09			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57926	Phoenix Wright: Ace Attorney Trilogy	Xbox One	2019-02-21	65.0		Capcom	Capcom	Adventure, visual novel	Blu-ray	2019-02-21	2019-04-09	2019-04-09			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57927	Super Weekend Mode	PlayStation Vita	2019-04-09	65.0		Ratalaika Games	Pixelteriyaki	Shooter	PS Vita Card		2019-04-09	2019-04-09			https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(S)	
57928	Ultrawings Flat	PlayStation 4	2019-04-09	65.0		Bit Planet Games	Bit Planet Games	Simulation	Blu-ray		2019-04-09	2019-04-09			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57929	Vaporum	PlayStation 4	2019-04-09	65.0		Merge Games	Fatbot Games	Role-playing	Blu-ray	2019-10-10	2019-04-09	2019-04-15			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57930	Gleaner Heights	Xbox One	2019-04-10	65.0		Emilios Manolidis	Emilios Manolidis	Adventure, Role-playing, Farming	Blu-ray		2019-04-10	2019-04-10			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57931	Super Weekend Mode	Xbox One	2019-04-10	65.0		Ratalaika Games	Pixelteriyaki	Arcade	Blu-ray	2019-04-10	2019-04-10	2019-04-10			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57932	Vaporum	Xbox One	2019-04-10	65.0		Merge Games	Fatbot Games	Role-playing	Blu-ray	2019-04-10	2019-04-10	2019-04-10			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57933	Earth Defense Force: Iron Rain	PlayStation 4	2019-04-11	65.0		D3 Publisher	Yuke's	Third-person shooter	Blu-ray	2019-04-11	2019-04-11	2019-04-11			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57934	Hellblade: Senua's Sacrifice	Xbox One	2019-04-11	65.0		Ninja Theory	Ninja Theory	Action & Adventure	Blu-ray	2019-04-11	2019-04-11	2019-04-11			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57935	Shadowgate	PlayStation 4	2019-04-11	65.0		Abstraction Games	Zojoi	Point-and-click adventure	Blu-ray		2019-04-11	2019-04-11			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57936	Shadowgate	Xbox One	2019-04-10	65.0		Abstraction Games	Abstraction Games	Adventure	Blu-ray	2019-04-10	2019-04-11	2019-04-10			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57937	Constructor Plus	PlayStation 4	2019-04-02	65.0		System 3	System 3	City-building	Blu-ray		2019-04-12	2019-04-02			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57938	Flutter Bombs	Xbox One	2019-04-11	65.0		Earthborn	Earthborn	Shoot 'em up	Blu-ray	2019-04-11	2019-04-12	2019-04-11			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57939	Velocity G	Xbox One	2019-04-12	65.0		Repixel8	Andrew Jeffreys	Racing	Blu-ray	2019-04-12	2019-04-12	2019-04-12			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57940	El Silla: Arcade Edition	Nintendo Wii U	2019-01-18	65.0		Markanime Studios	Markanime Studios		Optical Disc		2019-04-15	2019-01-18			https://en.wikipedia.org/wiki/List_of_Wii_U_games	
57941	Switchblade	Sega Genesis	2019-04-15	65.0		Piko Interactive	Core Design		Cartridge-Unlicensed		2019-04-15				https://en.wikipedia.org/wiki/List_of_Sega_Genesis_games	
57942	Eternity: The Last Unicorn	Xbox One	2019-04-16	65.0		1C Company	Void Games	Action role-playing	Blu-ray		2019-04-16	2019-04-16			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57943	Final Fantasy X/X-2 HD Remaster	Xbox One	2019-04-11	65.0		Square Enix	Square Enix	Action role-playing	Blu-ray	2019-04-11	2019-04-16	2019-04-16			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57944	Heaven's Vault	PlayStation 4	2019-04-16	65.0		Inkle	Inkle	Adventure	Blu-ray		2019-04-16	2019-04-16			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57945	Iron Snout	PlayStation Vita	2019-04-16	65.0		Ratalaika Games	SnoutUp	Beat 'em up	PS Vita Card		2019-04-16				https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(I%E2%80%93L)	
57946	My Time at Portia	PlayStation 4	2019-04-16	65.0		Team17	Pathea Games	Role-playing	Blu-ray	2019-04-16	2019-04-16	2019-04-16			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57947	My Time at Portia	Xbox One	2019-04-16	65.0		Team17	Pathea Games	Role-playing, Simulation	Blu-ray	2019-04-16	2019-04-16	2019-04-16			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57948	Snooker 19	PlayStation 4	2019-04-16	65.0		Ripstone	Lab42	Sports	Blu-ray		2019-04-16	2019-04-17			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57949	Snooker Nation Championship	PlayStation 4	2019-04-16	65.0		Cherry Pop Games	Cherry Pop Games	Sports	Blu-ray		2019-04-16	2019-04-17			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57950	World War Z	PlayStation 4	2019-04-16	65.0		JP: H2 InteractiveWW: Focus Home Interactive	Saber Interactive	Third-person shooter	Blu-ray	2019-09-26	2019-04-16	2019-04-16			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57951	World War Z	Xbox One	2019-04-16	65.0		Mad Dog Games	Saber Interactive	Co-op shooter	Blu-ray		2019-04-16	2019-04-16			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57952	World of Warships: Legends	Xbox One	2019-04-16	65.0		Wargaming	Wargaming	Vehicular combatNaval simulation	Blu-ray		2019-04-16	2019-04-16			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57953	Crossovers By POWGI	PlayStation Vita	2019-04-17	65.0		Lightwood Games	Lightwood Games	Puzzle	PS Vita Card		2019-04-17				https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(A%E2%80%93D)	
57954	Iron Snout	Xbox One	2019-04-17	65.0		Ratalaika Games	SnoutUp Games	Brawler	Blu-ray	2019-04-17	2019-04-17	2019-04-17			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57955	Revenant Saga	Xbox One	2019-04-17	65.0		Kemco	Exe Create	Role-playing, JRPG	Blu-ray	2019-04-17	2019-04-17	2019-04-17			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57956	Snooker 19	Xbox One	2019-04-16	65.0		Ripstone	Lab42	Sports	Blu-ray	2019-04-16	2019-04-17	2019-04-16			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57957	Trüberbrook	PlayStation 4	2019-04-17	65.0		Headup Games	btf	Adventure	Blu-ray	2019-10-24	2019-04-17	2019-04-17			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57958	Trüberbrook	Xbox One	2019-04-17	65.0		Headup Games	btf	Adventure	Blu-ray		2019-04-17	2019-04-17			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57959	ACA Neo Geo: Samurai Shodown V Special	Xbox One	2019-04-18	65.0		Hamster Corporation	SNK Playmore	Fighting	Blu-ray	2019-04-18	2019-04-18	2019-04-18			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57960	Arcade Classics Anniversary Collection	PlayStation 4	2019-04-18	65.0		Konami	Konami	Shoot 'em up	Blu-ray	2019-06-12	2019-04-18	2019-04-18			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57961	Arcade Classics Anniversary Collection	Xbox One	2019-04-18	65.0		Konami	Konami	Arcadeshoot 'em up	Blu-ray	2019-04-18	2019-04-18	2019-04-18			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57962	God's Trigger	PlayStation 4	2019-04-18	65.0		Techland	One More Level	Top-down shooter	Blu-ray		2019-04-18	2019-04-18			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57963	God's Trigger	Xbox One	2019-04-18	65.0		Techland	One More Level	Top-down shooter	Blu-ray		2019-04-18	2019-04-18			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57964	Nurse Love Syndrome	PlayStation Vita	2019-04-18	65.0		Kogado Studio (JP) Degica (NA/EU)	Kogado Studio Shimarisu-san Team	Visual novel	PS Vita Card	2019-04-19	2019-04-18	2019-04-18			https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(M%E2%80%93O)	
57965	Our World is Ended	PlayStation 4	2019-02-28	65.0		JP: MagesWW: PQube	Red Entertainment	Visual novel	Blu-ray	2019-02-28	2019-04-18	2019-04-18			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57966	Our World is Ended	Xbox One	2019-02-28	65.0		PQube	Red Entertainment	Visual novel	Blu-ray	2019-02-28	2019-04-18	2019-04-18			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57967	Zara the Fastest Fairy	Nintendo 3DS	2019-04-18	65.0		Famous Gamous	Famous Gamous		Cartridge		2019-04-18	2019-05-02			https://en.wikipedia.org/wiki/List_of_Nintendo_3DS_games_(N%E2%80%93Z)	
57968	Xump - The Final Run	Atari Lynx	2019-04-19	65.0		Retroguru	Gisberto Rondinella		Cartridge-Unlicensed					April 19, 2019	https://en.wikipedia.org/wiki/List_of_Atari_Lynx_games	
57969	Mortal Kombat 11	PlayStation 4	2019-04-23	65.0		WB Games	NetherRealm Studios	Fighting	Blu-ray		2019-04-23	2019-04-23			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57970	Mortal Kombat 11	Xbox One	2019-04-23	65.0		Warner Bros. Interactive Entertainment	NetherRealm Studios	Fighting	Blu-ray		2019-04-23	2019-04-23			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57971	Zeroptian Invasion	PlayStation Vita	2019-04-23	65.0		Ratalaika Games	Josyan	Shooter	PS Vita Card		2019-04-23				https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(W%E2%80%93Z)	
57972	Deponia	Xbox One	2019-04-24	65.0		Daedalic Entertainment	Daedalic Entertainment	Point-and-click adventure	Blu-ray	2019-04-24	2019-04-24	2019-04-24			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57973	Unknown Fate	Xbox One	2019-04-23	65.0		MarsLit Games	MarsLit Games	1st-person adventure	Blu-ray	2019-04-23	2019-04-24	2019-04-23			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57974	Zeroptian Invasion	Xbox One	2019-04-24	65.0		Ratalaika Games	Josyanf1	Shoot 'em up, Arcade	Blu-ray	2019-04-24	2019-04-24	2019-04-24			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57975	Murder Detective: Jack the Ripper	PlayStation 4	2019-04-25	65.0		Nippon Ichi Software	Nippon Ichi Software	Adventure	Blu-ray	2019-04-25					https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57976	Nelke & the Legendary Alchemists: Ateliers of the New World	PlayStation 4	2019-01-31	65.0		Koei Tecmo	Gust Co. Ltd.	Town-building	Blu-ray	2019-01-31	2019-04-25	2019-05-15			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57977	Days Gone	PlayStation 4	2019-04-26	80.58	7320000	Sony Interactive Entertainment	Bend Studio	Open worldsurvival	Blu-ray	2019-04-26	2019-04-26	2019-04-26			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57978	UglyDolls: An Imperfect Adventure	Xbox One	2019-04-26	65.0		Outright Games	Well Played Games	Kids & Family	Blu-ray		2019-04-26	2019-04-26			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57979	Black Paradox	PlayStation 4	2019-04-30	65.0		Digerati	Fantastico Studio	Shoot 'em up	Blu-ray		2019-04-30	2019-05-01			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57980	Fade to Silence	Xbox One	2019-04-30	65.0		THQ Nordic	Black Forest Games	Survival	Blu-ray		2019-04-30	2019-04-30			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57981	Fell Seal: Arbiter's Mark	PlayStation 4	2019-04-30	65.0		1C Company	6 Eyes Studio	Tactical role-playing	Blu-ray		2019-04-30	2019-04-30			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57982	Fell Seal: Arbiter's Mark	Xbox One	2019-04-30	65.0		1C Company	6 Eyes Studio	Tactics role-playing	Blu-ray		2019-04-30	2019-04-30			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57983	Final Fantasy XII: The Zodiac Age	Xbox One	2019-04-25	65.0		Square Enix	Square Enix	Action role-playing	Blu-ray	2019-04-25	2019-04-30	2019-04-30			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57984	Giga Wrecker Alt.	PlayStation 4	2019-04-30	65.0		Rising Star Games	Game Freak	Platform	Blu-ray	2019-10-24	2019-04-30	2019-04-30			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57985	The End Is Nigh	PlayStation 4	2019-04-30	65.0		Nicalis	Edmund McMillen	Adventure, platform	Blu-ray		2019-04-30	2019-04-30			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57986	Bird Game +	Xbox One	2019-05-01	65.0		Ratalaika Games	Bryan Tabor	Action	Blu-ray	2019-05-01	2019-05-01	2019-05-01			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57987	World End Syndrome	PlayStation 4	2018-08-30	65.0		WW: Arc System WorksEU: PQube	Toybox	Visual novel	Blu-ray	2018-08-30	2019-05-02	2019-06-14			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57988	Black Paradox	Xbox One	2019-05-03	65.0		Digerati	Fantastico Studio	Roguelite shoot 'em up	Blu-ray	2019-05-03	2019-05-03	2019-05-03			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57989	Giga Wrecker Alt.	Xbox One	2019-05-03	65.0		Rising Star Games	Game Freak	Platformer, Physics puzzler	Blu-ray	2019-10-29	2019-05-03	2019-05-03			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57990	Purple Chicken Spaceman	Xbox One	2019-05-03	65.0		Holmade Games	Holmade Games	Shoot 'em up	Blu-ray		2019-05-03	2019-05-03			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57991	SNK 40th Anniversary Collection	Xbox One	2019-05-03	65.0		Other Ocean	Digital Eclipse	Retro collection	Blu-ray	2019-05-03	2019-05-03	2019-05-03			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
57992	Brief Battles	PlayStation 4	2019-05-07	65.0		Juicy Cupcake	Juicy Cupcake	Party brawler	Blu-ray		2019-05-07	2019-05-07			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57993	Brief Battles	Xbox One	2019-05-06	65.0		Juicy Cupcake	Juicy Cupcake	Party platform fighter	Blu-ray		2019-05-07	2019-05-06			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
57994	For the King	PlayStation 4	2019-05-07	65.0		IronOak Games	IronOak Games	Action role-playing	Blu-ray		2019-05-07	2019-05-07			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57995	Frane: Dragons' Odyssey	PlayStation 4	2019-04-05	65.0		Kemco	Exe Create	Action role-playing	Blu-ray	2019-04-05	2019-05-07				https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
57996	Frane: Dragons' Odyssey	PlayStation Vita	2019-04-05	65.0		Kemco	Kemco	Role-Playing	PS Vita Card	2019-04-05	2019-05-07				https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(E%E2%80%93H)	
57997	My Big Sister	PlayStation 4	2019-05-07	65.0		Ratalaika Games	Stranga	Role-playing	Blu-ray		2019-05-07	2019-05-08			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
57998	My Big Sister	PlayStation Vita	2019-05-07	65.0		Ratalaika Games	Stranga	Role-playing	PS Vita Card		2019-05-07				https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(M%E2%80%93O)	
57999	My Big Sister	Xbox One	2019-05-07	65.0		Ratalaika Games	Stranga Games	Adventure, Horror	Blu-ray		2019-05-07	2019-05-07			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58000	Puyo Puyo Champions	PlayStation 4	2018-10-25	65.0		Sega	Sonic Team	Puzzle	Blu-ray	2018-10-25	2019-05-07	2019-05-07			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58001	Puyo Puyo Champions	Xbox One	2019-05-06	65.0		Sega	Sega	Puzzle	Blu-ray		2019-05-07	2019-05-06			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58002	Reverse Crawl	PlayStation 4	2019-05-07	65.0		Digerati	Nerdook Productions	Turn-based tactics	Blu-ray		2019-05-07	2019-05-08			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58003	Shakedown: Hawaii	PlayStation 4	2019-05-07	65.0		Vblank Entertainment	Vblank Entertainment	Action-adventure	Blu-ray		2019-05-07	2019-05-07			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58004	Shakedown: Hawaii	PlayStation Vita	2019-05-07	65.0		Vblank Entertainment	Vblank Entertainment	Action-adventure	PS Vita Card		2019-05-07	2019-05-07			https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(S)	
58005	Adventures of Bertram Fiddle Ep 1: A Dreadly Business	Xbox One	2019-05-07	65.0		Chorus Worldwide	Rumpus Animation	Adventure	Blu-ray	2019-05-07	2019-05-08	2019-05-07			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58006	Legend of the Tetrachs	Xbox One	2019-05-08	65.0		Kemco	Hit Point	Japanese role-playing	Blu-ray	2019-05-08	2019-05-08	2019-05-08			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58007	Party Arcade	Xbox One	2019-05-08	65.0		FarSight Studios	FarSight Studios	Party, Sports	Blu-ray	2019-05-08	2019-05-08	2019-05-08			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58008	Woodle Tree Adventures	Xbox One	2019-05-08	65.0		Chubby Pixel	Fabio Ferrara	Platformer	Blu-ray	2019-05-08	2019-05-08	2019-05-08			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58009	Doughlings: Arcade	PlayStation 4	2019-05-09	65.0		Hero Concept	Hero Concept	Arcade	Blu-ray	2019-05-10	2019-05-09	2019-05-09			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58010	Ascendance: First Horizon	Xbox One	2019-05-10	65.0		Onevision	Onevision	3D Platformer	Blu-ray	2019-05-10	2019-05-10	2019-05-10			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58011	DragonFang Z: The Rose & Dungeon of Time	Xbox One	2019-05-10	65.0		Toydea	Toydea	Roguelike role-playing game	Blu-ray	2019-05-10	2019-05-10	2019-05-10			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58012	For the King	Xbox One	2019-05-10	65.0		Curve Digital	Ironoak Games	Roguelike tactical role-playing	Blu-ray	2019-05-10	2019-05-10	2019-05-10			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58013	Just Shapes & Beats	PlayStation 4	2019-05-10	65.0		Berzerk Studios	Berzerk Studios	Action rhythm	Blu-ray		2019-05-10	2019-05-10			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58014	Lovecraft's Untold Stories	PlayStation 4	2019-05-10	65.0		BadLand Publishing	Blini Games	Action role-playing	Blu-ray		2019-05-10	2019-05-10			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58015	Lovecraft's Untold Stories	Xbox One	2019-05-10	65.0		Badland Publishing	Blini Games	Action role-playing	Blu-ray		2019-05-10	2019-05-10			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58016	Reverse Crawl	Xbox One	2019-05-10	65.0		Digerati	Nerdook Productions, Stage Clear Studios	Roguelike tactical role-playing game	Blu-ray	2019-05-10	2019-05-10	2019-05-10			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58017	Super Space Serpent SE	Xbox One	2019-05-10	65.0		Productions Associees	Petrus Games	Twin-stick shooter	Blu-ray		2019-05-10	2019-05-10			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58018	A Plague Tale: Innocence	PlayStation 4	2019-05-14	65.0		JP: Oizumi AmuseoWW: Focus Home Interactive	Asobo Studio	Action-adventure	Blu-ray	2019-11-28	2019-05-14	2019-05-14			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58019	Darkwood	PlayStation 4	2019-05-14	65.0		Crunching Koalas	Acid Wizard Studio	Survival horror	Blu-ray	2021-09-01	2019-05-14	2019-05-14			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58020	Devious Dungeon 2	PlayStation 4	2019-05-14	65.0		Ratalaika Games	Woblyware	Action platform	Blu-ray	2019-07-05	2019-05-14	2019-05-15			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58021	Devious Dungeon 2	PlayStation Vita	2019-05-14	65.0		Noodlecake Studios	Ratalaika Games	Platform	PS Vita Card		2019-05-14	2019-07-05			https://en.wikipedia.org/wiki/List_of_PlayStation_Vita_games_(A%E2%80%93D)	
58022	Feudal Alloy	PlayStation 4	2019-05-14	65.0		JP: Rainy FrogWW: Attu Games	Attu Games	Metroidvania	Blu-ray	2019-08-01	2019-05-14	2019-05-16			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58023	Figment	PlayStation 4	2019-04-25	65.0		Bedtime Digital	Bedtime Digital	Adventurepuzzle	Blu-ray	2019-04-25	2019-05-14	2019-05-14			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58024	Plague Tale: Innocence	Xbox One	2019-05-14	65.0		Focus Home Interactive	Asobo Studio	Stealth, Adventure	Blu-ray		2019-05-14	2019-05-14			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58025	Rage 2	PlayStation 4	2019-05-14	65.0		Bethesda Softworks	Avalanche Studios	First-person shooter	Blu-ray	2019-06-06	2019-05-14	2019-05-14			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58026	Rage 2	Xbox One	2019-05-14	65.0		Bethesda Softworks	Avalanche Studiosid Software	First-person shooter	Blu-ray	2019-05-14	2019-05-14	2019-05-14			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58027	Sniper Elite V2 Remastered	PlayStation 4	2019-05-14	65.0		Rebellion Developments	Rebellion Developments	Tactical ShooterStealth	Blu-ray	2019-12-19	2019-05-14	2019-05-14			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58028	Sniper Elite V2 Remastered	Xbox One	2019-05-14	65.0		Rebellion Developments	Rebellion Developments	Tactical shooterstealth	Blu-ray	2019-05-14	2019-05-14	2019-05-14			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58029	Devious Dungeon 2	Xbox One	2019-05-15	65.0		Ratalaika Games	Woblyware	Roguelike action-platformer	Blu-ray		2019-05-15	2019-05-15			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58030	Feudal Alloy	Xbox One	2019-05-15	65.0		Attu Games	Attu Games	Metroidvania	Blu-ray	2019-05-15	2019-05-15	2019-05-15			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58031	Red Dead Online	PlayStation 4	2019-05-15	65.0		Rockstar Games	Rockstar Games	Action-adventure	Blu-ray	2019-05-15	2019-05-15	2019-05-15			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(M%E2%80%93Z)	
58032	Undead Horde	Xbox One	2019-05-15	65.0		10tons	10tons	Action role-playing	Blu-ray	2019-05-15	2019-05-15	2019-05-15			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(M%E2%80%93Z)	
58033	Arcade Archives: Argus	PlayStation 4	2018-08-30	65.0		Hamster Corporation	Jaleco	Scrolling shooter	Blu-ray	2018-08-30	2019-05-16				https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58034	Bubsy: Paws on Fire!	PlayStation 4	2019-05-16	65.0		UFO Interactive Games	Choice Provisions	Platform	Blu-ray		2019-05-16	2019-05-16			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58035	Castlevania Anniversary Collection	PlayStation 4	2019-05-16	65.0		Konami	Konami	Actionplatform-adventure	Blu-ray	2019-05-16	2019-05-16	2019-05-16			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58036	Castlevania Anniversary Collection	Xbox One	2019-05-16	65.0		Konami	Konami	Retro collection, Metroidvania	Blu-ray	2019-05-16	2019-05-16	2019-05-16			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
58037	Guilty Gear	PlayStation 4	2019-05-16	65.0		Arc System Works	Arc System Works	Fighting	Blu-ray	2019-05-16	2019-05-16	2019-05-22			https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L)	
58038	Darkwood	Xbox One	2019-05-17	65.0		Crunching Koalas	Acid Wizard Studio	Survival horror	Blu-ray	2019-05-17	2019-05-17	2019-05-17			https://en.wikipedia.org/wiki/List_of_Xbox_One_games_(A%E2%80%93L)	
